schluessel;Name;apothekenVorgabe
09176148;M�rnsheim, M; 0,406   
09176149;Nassenfels, M; 0,523   
09176150;Oberdolling; 0,318   
09176153;Pf�rring, M; 0,935   
09176155;Pollenfeld; 0,739   
09176160;Schernfeld; 0,807   
09176161;Stammham; 0,981   
09176164;Titting, M; 0,707   
09176165;Walting; 0,608   
09176166;Wellheim, M; 0,703   
09176167;Wettstetten; 1,246   
09177112;Berglern; 0,680   
09177113;Bockhorn; 0,950   
09177114;Buch a.Buchrain; 0,381   
09177115;Dorfen, St; 3,702   
09177116;Eitting; 0,641   
09177117;Erding, St; 8,981   
09177118;Finsing; 1,111   
09177119;Forstern; 0,853   
09177120;Fraunberg; 0,899   
09177121;Hohenpolding; 0,380   
09177122;Inning a.Holz; 0,381   
09177123;Isen, M; 1,440   
09177124;Kirchberg; 0,251   
09177126;Langenpreising; 0,698   
09177127;Lengdorf; 0,720   
09177130;Moosinning; 1,436   
09177131;Neuching; 0,645   
09177133;Oberding; 1,458   
09177134;Ottenhofen; 0,494   
09177135;Pastetten; 0,676   
09177137;Sankt Wolfgang; 1,130   
09177138;Steinkirchen; 0,313   
09177139;Taufkirchen (Vils); 2,433   
09177142;Walpertskirchen; 0,538   
09177143;Wartenberg, M; 1,292   
09177144;W�rth; 1,152   
09178113;Allershausen; 1,372   
09178115;Attenkirchen; 0,677   
09178116;Au i.d.Hallertau, M; 1,485   
09178120;Eching; 3,434   
09178122;Rudelzhausen; 0,857   
09178123;Fahrenzhausen; 1,206   
09178124;Freising, GKSt; 11,878   
09178125;Gammelsdorf; 0,367   
09178129;Haag a.d.Amper; 0,728   
09178130;Hallbergmoos; 2,497   
09178132;H�rgertshausen; 0,484   
09178133;Hohenkammer; 0,618   
09178136;Kirchdorf a.d.Amper; 0,742   
09178137;Kranzberg; 1,059   
09178138;Langenbach; 1,027   
09178140;Marzling; 0,797   
09178142;Mauern; 0,753   
09178143;Moosburg a.d.Isar, St; 4,475   
09178144;Nandlstadt, M; 1,302   
09178145;Neufahrn b.Freising; 4,981   
09178150;Paunzhausen; 0,404   
09178155;Wang; 0,651   
09178156;Wolfersdorf; 0,632   
09178157;Zolling; 1,182   
09179111;Adelshofen; 0,419   
09179113;Alling; 0,940   
09179114;Althegnenberg; 0,479   
09179117;Egenhofen; 0,855   
09179118;Eichenau; 3,086   
09179119;Emmering; 1,645   
09179121;F�rstenfeldbruck, GKSt; 8,948   
09179123;Germering, GKSt; 10,082   
09179125;Grafrath; 0,959   
09179126;Gr�benzell; 5,089   
09179128;Hattenhofen; 0,368   
09179130;Jesenwang; 0,394   
09179131;Kottgeisering; 0,418   
09179132;Landsberied; 0,379   
09179134;Maisach; 3,378   
09179136;Mammendorf; 1,212   
09179137;Mittelstetten; 0,434   
09179138;Moorenweis; 1,016   
09179140;Oberschweinbach; 0,427   
09179142;Olching, St; 6,657   
09179145;Puchheim, St; 5,280   
09179147;Sch�ngeising; 0,488   
09179149;T�rkenfeld; 0,956   
09180112;Bad Kohlgrub; 0,630   
09180113;Bad Bayersoien; 0,294   
09180114;Eschenlohe; 0,411   
09180115;Ettal; 0,200   
09180116;Farchant; 0,967   
09180117;Garmisch-Partenkirchen, M; 6,815   
09180118;Grainau; 0,916   
09180119;Gro�weil; 0,382   
09180122;Kr�n; 0,512   
09180123;Mittenwald, M; 1,939   
09180124;Murnau a.Staffelsee, M; 3,021   
09180125;Oberammergau; 1,356   
09180126;Oberau; 0,807   
09180127;Ohlstadt; 0,836   
09180128;Riegsee; 0,314   
09180129;Saulgrub; 0,426   
09180131;Schwaigen; 0,160   
09180132;Seehausen a.Staffelsee; 0,634   
09180133;Spatzenhausen; 0,192   
09180134;Uffing a.Staffelsee; 0,784   
09180135;Unterammergau; 0,399   
09180136;Wallgau; 0,369   
09181111;Apfeldorf; 0,285   
09181113;Denklingen; 0,670   
09181114;Die�en am Ammersee, M; 2,678   
09181115;Eching am Ammersee; 0,446   
09181116;Egling a.d.Paar; 0,584   
09181118;Eresing; 0,463   
09181120;Finning; 0,433   
09181121;Fuchstal; 0,943   
09181122;Geltendorf; 1,447   
09181123;Greifenberg; 0,563   
09181124;Hofstetten; 0,471   
09181126;Hurlach; 0,437   
09181127;Igling; 0,645   
09181128;Kaufering, M; 2,667   
09181129;Kinsau; 0,269   
09181130;Landsberg am Lech, GKSt; 7,312   
09181131;Obermeitingen; 0,395   
09181132;Penzing; 0,951   
09181133;Vilgertshofen; 0,664   
09181134;Prittriching; 0,644   
09181135;Reichling; 0,424   
09181137;Rott; 0,393   
09181138;Scheuring; 0,494   
09181139;Schondorf am Ammersee; 1,000   
09181140;Schwifting; 0,238   
09181141;P�rgen; 0,896   
09181142;Thaining; 0,244   
09181143;Unterdie�en; 0,353   
09181144;Utting am Ammersee; 1,153   
09181145;Weil; 0,995   
09181146;Windach; 0,990   
09182111;Bad Wiessee; 1,223   
09182112;Bayrischzell; 0,394   
09182114;Fischbachau; 1,469   
09182116;Gmund a.Tegernsee; 1,540   
09182119;Hausham; 2,129   
09182120;Holzkirchen, M; 4,101   
09182123;Irschenberg; 0,810   
09182124;Kreuth; 0,903   
09182125;Miesbach, St; 2,924   
09182127;Otterfing; 1,186   
09182129;Rottach-Egern; 1,482   
09182131;Schliersee, M; 1,757   
09182132;Tegernsee, St; 0,950   
09182133;Valley; 0,786   
09182134;Waakirchen; 1,446   
09182136;Warngau; 0,973   
09182137;Weyarn; 0,879   
09183112;Ampfing; 1,623   
09183113;Aschau a.Inn; 0,799   
09183114;Buchbach, M; 0,806   
09183115;Egglkofen; 0,320   
09183116;Erharting; 0,240   
09183118;Gars a.Inn, M; 0,984   
09183119;Haag i.OB, M; 1,674   
09183120;Heldenstein; 0,651   
09183122;Jettenbach; 0,183   
09183123;Kirchdorf; 0,354   
09183124;Kraiburg a.Inn, M; 1,041   
09183125;Lohkirchen; 0,183   
09183126;Maitenbeth; 0,507   
09183127;Mettenheim; 0,902   
09183128;M�hldorf a.Inn, St; 4,525   
09183129;Neumarkt-Sankt Veit, St; 1,601   
09183130;Niederbergkirchen; 0,322   
09183131;Niedertaufkirchen; 0,341   
09183132;Oberbergkirchen; 0,422   
09183134;Oberneukirchen; 0,221   
09183135;Obertaufkirchen; 0,639   
09183136;Polling; 0,876   
09183138;Rattenkirchen; 0,254   
09183139;Rechtmehring; 0,489   
09183140;Reichertsheim; 0,433   
09183143;Sch�nberg; 0,257   
09183144;Schwindegg; 0,908   
09183145;Taufkirchen; 0,360   
09183147;Unterreit; 0,449   
09183148;Waldkraiburg, St; 5,706   
09183151;Zangberg; 0,288   
09184112;Aschheim; 2,038   
09184113;Baierbrunn; 0,765   
09184114;Brunnthal; 1,282   
09184118;Feldkirchen; 1,740   
09184119;Garching b.M�nchen, St; 4,235   
09184120;Gr�felfing; 3,403   
09184121;Grasbrunn; 1,692   
09184122;Gr�nwald; 2,873   
09184123;Haar; 5,145   
09184127;H�henkirchen-Siegertsbrunn; 2,645   
09184129;Hohenbrunn; 2,246   
09184130;Ismaning; 4,162   
09184131;Kirchheim b.M�nchen; 3,307   
09184132;Neuried; 2,210   
09184134;Oberhaching; 3,321   
09184135;Oberschlei�heim; 2,876   
09184136;Ottobrunn; 5,377   
09184137;Aying; 1,243   
09184138;Planegg; 2,736   
09184139;Pullach i.Isartal; 2,324   
09184140;Putzbrunn; 1,637   
09184141;Sauerlach; 1,928   
09184142;Sch�ftlarn; 1,400   
09184144;Stra�lach-Dingharting; 0,787   
09184145;Taufkirchen; 4,666   
09184146;Neubiberg; 3,565   
09184147;Unterf�hring; 2,725   
09184148;Unterhaching; 5,979   
09184149;Unterschlei�heim, St; 6,887   
09185113;Aresing; 0,722   
09185116;Berg im Gau; 0,321   
09185118;Bergheim; 0,492   
09185123;Brunnen; 0,428   
09185125;Burgheim, M; 1,190   
09185127;Ehekirchen; 0,965   
09185131;Gachenbach; 0,622   
09185139;Karlshuld; 1,383   
09185140;Karlskron; 1,255   
09185143;Langenmosen; 0,399   
09185149;Neuburg a.d.Donau, GKSt; 7,420   
09185150;Oberhausen; 0,702   
09185153;Rennertshofen, M; 1,261   
09185157;Rohrenfels; 0,401   
09185158;Schrobenhausen, St; 4,224   
09185163;K�nigsmoos; 1,186   
09185166;Waidhofen; 0,579   
09185168;Weichering; 0,605   
09186113;Baar-Ebenhausen; 1,328   
09186116;Ernsgaden; 0,399   
09186122;Geisenfeld, St; 2,659   
09186125;Gerolsbach; 0,880   
09186126;Hettenshausen; 0,523   
09186128;Hohenwart, M; 1,171   
09186130;Ilmm�nster; 0,557   
09186132;Jetzendorf; 0,782   
09186137;Manching, M; 2,987   
09186139;M�nchsm�nster; 0,746   
09186143;Pfaffenhofen a.d.Ilm, St; 6,312   
09186144;P�rnbach; 0,542   
09186146;Reichertshausen; 1,303   
09186147;Reichertshofen, M; 2,007   
09186149;Rohrbach; 1,501   
09186151;Scheyern; 1,241   
09186152;Schweitenkirchen; 1,285   
09186158;Vohburg a.d.Donau, St; 1,961   
09186162;Wolnzach, M; 2,875   
09187113;Amerang; 0,952   
09187114;Aschau i.Chiemgau; 1,454   
09187116;Babensham; 0,773   
09187117;Bad Aibling, St; 4,540   
09187118;Bernau a.Chiemsee; 1,736   
09187120;Brannenburg; 1,508   
09187121;Breitbrunn a.Chiemsee; 0,417   
09187122;Bruckm�hl, M; 4,173   
09187123;Chiemsee; 0,065   
09187124;Edling; 1,123   
09187125;Eggst�tt; 0,737   
09187126;Eiselfing; 0,763   
09187128;Bad Endorf, M; 2,111   
09187129;Bad Feilnbach; 2,012   
09187130;Feldkirchen-Westerham; 2,723   
09187131;Flintsbach a.Inn; 0,764   
09187132;Frasdorf; 0,777   
09187134;Griesst�tt; 0,689   
09187137;Gro�karolinenfeld; 1,854   
09187138;Gstadt a.Chiemsee; 0,304   
09187139;Halfing; 0,694   
09187142;Schechen; 1,211   
09187145;H�slwang; 0,325   
09187148;Kiefersfelden; 1,734   
09187150;Kolbermoor, St; 4,726   
09187154;Neubeuern, M; 1,127   
09187156;Nu�dorf a.Inn; 0,689   
09187157;Oberaudorf; 1,282   
09187159;Pfaffing; 1,032   
09187162;Prien a.Chiemsee, M; 2,637   
09187163;Prutting; 0,675   
09187164;Ramerberg; 0,353   
09187165;Raubling; 2,933   
09187167;Riedering; 1,446   
09187168;Rimsting; 0,977   
09187169;Rohrdorf; 1,442   
09187170;Rott a.Inn; 0,981   
09187172;Samerberg; 0,691   
09187173;Schonstett; 0,340   
09187174;S�chtenau; 0,685   
09187176;Soyen; 0,721   
09187177;Stephanskirchen; 2,616   
09187179;Tuntenhausen; 1,835   
09187181;Vogtareuth; 0,813   
09187182;Wasserburg a.Inn, St; 3,245   
09187186;Albaching; 0,438   
09188113;Berg; 2,111   
09188117;Andechs; 0,876   
09188118;Feldafing; 1,122   
09188120;Gauting; 5,164   
09188121;Gilching; 4,579   
09188124;Herrsching a.Ammersee; 2,672   
09188126;Inning a.Ammersee; 1,140   
09188127;Krailling; 1,983   
09188132;Seefeld; 1,876   
09188137;P�cking; 1,437   
09188139;Starnberg, St; 5,929   
09188141;Tutzing; 2,459   
09188144;We�ling; 1,377   
09188145;W�rthsee; 1,293   
09189111;Altenmarkt a.d.Alz; 1,104   
09189113;Bergen; 1,272   
09189114;Chieming; 1,250   
09189115;Engelsberg; 0,690   
09189118;Fridolfing; 1,086   
09189119;Grabenst�tt; 1,119   
09189120;Grassau, M; 1,681   
09189124;Inzell; 1,176   
09189126;Kienberg; 0,357   
09189127;Kirchansch�ring; 0,821   
09189129;Marquartstein; 0,839   
09189130;Nu�dorf; 0,646   
09189133;Obing; 1,046   
09189134;Palling; 0,890   
09189135;Petting; 0,613   
09189137;Pittenhart; 0,445   
09189139;Reit im Winkl; 0,639   
09189140;Ruhpolding; 1,696   
09189141;Schleching; 0,442   
09189142;Schnaitsee; 0,932   
09189143;Seeon-Seebruck; 1,194   
09189145;Siegsdorf; 2,169   
09189146;Staudach-Egerndach; 0,298   
09189148;Surberg; 0,844   
09189149;Tacherting; 1,452   
09189150;Taching a.See; 0,515   
09189152;Tittmoning, St; 1,553   
09189154;Traunreut, St; 5,313   
09189155;Traunstein, GKSt; 4,966   
09189157;Trostberg, St; 2,976   
09189159;�bersee; 1,292   
09189160;Unterw�ssen; 0,919   
09189161;Vachendorf; 0,492   
09189162;Waging a.See, M; 1,710   
09189165;Wonneberg; 0,390   
09190111;Altenstadt; 0,848   
09190113;Antdorf; 0,320   
09190114;Bernbeuren; 0,622   
09190115;Bernried am Starnberger See; 0,565   
09190117;B�bing; 0,471   
09190118;Burggen; 0,448   
09190120;Eberfing; 0,354   
09190121;Eglfing; 0,265   
09190126;Habach; 0,288   
09190129;Hohenfurch; 0,405   
09190130;Hohenpei�enberg; 1,008   
09190131;Huglfing; 0,686   
09190132;Iffeldorf; 0,667   
09190133;Ingenried; 0,252   
09190135;Oberhausen; 0,543   
09190136;Obers�chering; 0,397   
09190138;P�hl; 0,594   
09190139;Pei�enberg, M; 3,272   
09190140;Peiting, M; 3,022   
09190141;Penzberg, St; 4,261   
09190142;Polling; 0,859   
09190143;Prem; 0,231   
09190144;Raisting; 0,577   
09190145;Rottenbuch; 0,455   
09190148;Schongau, St; 3,096   
09190149;Schwabbruck; 0,250   
09190151;Schwabsoien; 0,348   
09190152;Seeshaupt; 0,788   
09190153;Sindelsdorf; 0,283   
09190154;Steingaden; 0,719   
09190157;Weilheim i.OB, St; 5,655   
09190158;Wessobrunn; 0,562   
09190159;Wielenbach; 0,823   
09190160;Wildsteig; 0,336   
09261000;Landshut; 17,067   
09262000;Passau; 12,911   
09263000;Straubing; 11,853   
09271111;Aholming; 0,601   
09271113;Auerbach; 0,548   
09271114;Au�ernzell; 0,365   
09271116;Bernried; 1,275   
09271118;Buchhofen; 0,238   
09271119;Deggendorf, GKSt; 8,390   
09271122;Grafling; 0,735   
09271123;Grattersdorf; 0,339   
09271125;Hengersberg, M; 1,879   
09271126;Hunding; 0,308   
09271127;Iggensbach; 0,548   
09271128;K�nzing; 0,829   
09271130;Lalling; 0,406   
09271132;Metten, M; 1,105   
09271135;Moos; 0,578   
09271138;Niederalteich; 0,477   
09271139;Oberp�ring; 0,310   
09271140;Offenberg; 0,862   
09271141;Osterhofen, St; 3,037   
09271143;Otzing; 0,512   
09271146;Plattling, St; 3,261   
09271148;Schaufling; 0,394   
09271149;Sch�llnach, M; 1,277   
09271151;Stephansposching; 0,805   
09271152;Wallerfing; 0,364   
09271153;Winzer, M; 1,013   
09272116;Eppenschlag; 0,266   
09272118;Freyung, St; 1,838   
09272119;F�rsteneck; 0,236   
09272120;Grafenau, St; 2,216   
09272121;Grainet; 0,633   
09272122;Haidm�hle; 0,353   
09272126;Hinterschmiding; 0,666   
09272127;Hohenau; 0,893   
09272128;Innernzell; 0,429   
09272129;Jandelsbrunn; 0,881   
09272134;Mauth; 0,626   
09272136;Neureichenau; 1,147   
09272138;Perlesreut, M; 0,741   
09272139;Philippsreut; 0,185   
09272140;Ringelai; 0,525   
09272141;R�hrnbach, M; 1,179   
09272142;Saldenburg; 0,512   
09272143;Sankt Oswald-Riedlh�tte; 0,783   
09272145;Sch�fweg; 0,336   
09272146;Neusch�nau; 0,600   
09272147;Sch�nberg, M; 1,030   
09272149;Spiegelau; 1,038   
09272150;Thurmansbang; 0,615   
09272151;Waldkirchen, St; 2,716   
09272152;Zenting; 0,301   
09273111;Abensberg, St; 3,398   
09273113;Aiglsbach; 0,447   
09273115;Attenhofen; 0,354   
09273116;Bad Abbach, M; 3,050   
09273119;Biburg; 0,315   
09273121;Essing, M; 0,260   
09273125;Hausen; 0,543   
09273127;Herrngiersdorf; 0,315   
09273133;Ihrlerstein; 1,094   
09273137;Kelheim, St; 4,105   
09273139;Kirchdorf; 0,233   
09273141;Langquaid, M; 1,395   
09273147;Mainburg, St; 3,749   
09273152;Neustadt a.d.Donau, St; 3,386   
09273159;Painten, M; 0,580   
09273163;Elsendorf; 0,524   
09273164;Riedenburg, St; 1,452   
09273165;Rohr i.NB, M; 0,854   
09273166;Saal a.d.Donau; 1,388   
09273172;Siegenburg, M; 0,912   
09273175;Teugn; 0,426   
09273177;Train; 0,479   
09273178;Volkenschwand; 0,447   
09273181;Wildenberg; 0,350   
09274111;Adlkofen; 1,007   
09274112;Aham; 0,507   
09274113;Altdorf, M; 2,920   
09274114;Altfraunhofen; 0,561   
09274118;Baierbach; 0,206   
09274119;Bayerbach b.Ergoldsbach; 0,467   
09274120;Bodenkirchen; 1,384   
09274121;Buch a.Erlbach; 0,921   
09274124;Eching; 0,987   
09274126;Ergolding, M; 3,089   
09274127;Ergoldsbach, M; 1,961   
09274128;Essenbach, M; 2,964   
09274132;Furth; 0,911   
09274134;Geisenhausen, M; 1,724   
09274135;Gerzen; 0,454   
09274141;Hohenthann; 1,015   
09274145;Kr�ning; 0,513   
09274146;Kumhausen; 1,356   
09274153;Neufahrn i.NB; 1,016   
09274154;Neufraunhofen; 0,285   
09274156;Niederaichbach; 0,961   
09274165;Obers��bach; 0,454   
09274172;Pfeffenhausen, M; 1,252   
09274174;Postau; 0,428   
09274176;Rottenburg a.d.Laaber, St; 2,015   
09274179;Schalkham; 0,230   
09274182;Tiefenbach; 0,965   
09274183;Velden, M; 1,728   
09274184;Vilsbiburg, St; 2,949   
09274185;Vilsheim; 0,629   
09274187;Weihmichl; 0,652   
09274188;Weng; 0,368   
09274191;W�rth a.d.Isar; 0,662   
09274193;Wurmsham; 0,344   
09274194;Bruckberg; 1,347   
09275111;Aicha vorm Wald; 0,637   
09275112;Aidenbach, M; 0,771   
09275114;Aldersbach; 1,127   
09275116;Bad F�ssing; 1,777   
09275117;Beutelsbach; 0,306   
09275118;Breitenberg; 0,569   
09275119;B�chlberg; 1,085   
09275120;Eging a.See, M; 1,085   
09275121;F�rstenstein; 0,885   
09275122;F�rstenzell, M; 2,038   
09275124;Bad Griesbach i.Rottal, St; 2,201   
09275125;Haarbach; 0,675   
09275126;Hauzenberg, St; 3,091   
09275127;Hofkirchen, M; 0,942   
09275128;Hutthurm, M; 1,554   
09275130;Kirchham; 0,555   
09275131;K��larn, M; 0,511   
09275132;Malching; 0,335   
09275133;Neuburg a.Inn; 1,122   
09275134;Neuhaus a.Inn; 0,908   
09275135;Neukirchen vorm Wald; 0,707   
09275137;Obernzell, M; 0,989   
09275138;Ortenburg, M; 1,857   
09275141;Pocking, St; 3,934   
09275143;Rotthalm�nster, M; 1,274   
09275144;Ruderting; 0,815   
09275145;Ruhstorf a.d.Rott, M; 1,846   
09275146;Salzweg; 1,728   
09275148;Sonnen; 0,375   
09275149;Tettenweis; 0,452   
09275150;Thyrnau; 1,086   
09275151;Tiefenbach; 1,761   
09275152;Tittling, M; 1,055   
09275153;Untergriesbach, M; 1,620   
09275154;Vilshofen an der Donau, St; 4,199   
09275156;Wegscheid, M; 1,471   
09275159;Windorf, M; 1,261   
09275160;Witzmannsberg; 0,394   
09276111;Achslach; 0,248   
09276113;Arnbruck; 0,521   
09276115;Bayerisch Eisenstein; 0,262   
09276116;Bischofsmais; 0,851   
09276117;Bodenmais, M; 0,870   
09276118;B�brach; 0,433   
09276120;Drachselsried; 0,621   
09276121;Frauenau; 0,714   
09276122;Geiersthal; 0,576   
09276123;Gotteszell; 0,314   
09276126;Kirchberg i.Wald; 1,144   
09276127;Kirchdorf i.Wald; 0,567   
09276128;Kollnburg; 0,763   
09276129;Langdorf; 0,500   
09276130;Lindberg; 0,635   
09276134;Patersdorf; 0,463   
09276135;Prackenbach; 0,713   
09276138;Regen, St; 2,859   
09276139;Rinchnach; 0,816   
09276142;Ruhmannsfelden, M; 0,533   
09276143;Teisnach, M; 0,744   
09276144;Viechtach, St; 2,140   
09276146;Zachenberg; 0,558   
09276148;Zwiesel, St; 2,474   
09277111;Arnstorf, M; 1,679   
09277112;Bayerbach; 0,429   
09277113;Bad Birnbach, M; 1,465   
09277114;Dietersburg; 0,827   
09277116;Eggenfelden, St; 3,411   
09277117;Egglham; 0,630   
09277118;Ering; 0,476   
09277119;Falkenberg; 1,002   
09277121;Gangkofen, M; 1,690   
09277122;Geratskirchen; 0,226   
09277124;Hebertsfelden; 0,963   
09277126;Johanniskirchen; 0,635   
09277127;Julbach; 0,613   
09277128;Kirchdorf a.Inn; 1,390   
09277131;Malgersdorf; 0,315   
09277133;Massing, M; 1,063   
09277134;Mitterskirchen; 0,541   
09277138;Pfarrkirchen, St; 3,113   
09277139;Postm�nster; 0,608   
09277140;Reut; 0,473   
09277141;Rimbach; 0,229   
09277142;Ro�bach; 0,760   
09277144;Sch�nau; 0,516   
09277145;Simbach a.Inn, St; 2,555   
09277147;Stubenberg; 0,364   
09277148;Tann, M; 1,035   
09277149;Triftern, M; 1,389   
09277151;Unterdietfurt; 0,554   
09277152;Wittibreut; 0,537   
09277153;Wurmannsquick, M; 0,970   
09277154;Zeilarn; 0,566   
09278112;Aholfing; 0,459   
09278113;Aiterhofen; 0,856   
09278116;Ascha; 0,415   
09278117;Atting; 0,434   
09278118;Bogen, St; 2,558   
09278120;Falkenfels; 0,269   
